testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff
1607893175513:e59c2c41-c534-473e-b75e-2189f7f16085,1607893175923:3e4d7476-2f34-4561-a76e-2e590282c1f5,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175928:9d30bb80-92f2-4ee0-a37f-307d9607d1d4,1607893175928:c9cbda02-cc78-439a-a424-fe7a3254075b,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175929:669c9cc1-5835-4ec9-bc01-12e0ab52018b,1607893175929:fb26d679-b949-4047-b094-c13df9d25a37,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175929:aa1ab07a-7b51-404f-89c1-0b05f0d3ba47,1607893175929:d9402596-4484-447c-a4a0-c29c8d98a8f3,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175931:5b24e73d-d7f2-4de1-a7b5-2708c48195ac,1607893175931:9cbe04c1-fb6f-4d79-909a-970f5120cb9d,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175932:4d7599f6-3389-4f56-9d78-3ccf167921db,1607893175932:b53206ba-7b2f-4443-858c-1422f9c94b4b,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607893175932:4d7599f6-3389-4f56-9d78-3ccf167921db,1607893175932:b53206ba-7b2f-4443-858c-1422f9c94b4b,0,True,EmptyObject,EmptyObject,clear,none,No
1607893175932:4d7599f6-3389-4f56-9d78-3ccf167921db,1607893175932:b53206ba-7b2f-4443-858c-1422f9c94b4b,0,True,EmptyObject,EmptyObject,pop,none,No
1607893175932:062acbf3-0bd8-4dd7-a164-b7addec58164,1607893175932:c3399437-9def-413a-b2fd-8cbcecd0438e,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607893175932:062acbf3-0bd8-4dd7-a164-b7addec58164,1607893175932:c3399437-9def-413a-b2fd-8cbcecd0438e,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
1607893175933:2dee9337-303f-4e64-b83c-76b4c1b2dba0,1607893175933:2afa16b5-1c4d-4e74-a176-bcc6c80ba64f,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175933:b9d6e301-1742-446f-9adc-7677752493a1,1607893175933:91227d56-1ff3-42fc-9cc8-5b0d5396f611,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
1607893175933:28b141e3-e7b1-4ba8-928b-502e62094e42,1607893175934:ace3c16d-90c0-4457-a949-cba77b5498a8,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175934:aed1e432-b4f0-4494-8f55-83b845d32653,1607893175934:ac023708-6559-4ad4-845f-373242cf6b58,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607893175934:aed1e432-b4f0-4494-8f55-83b845d32653,1607893175934:ac023708-6559-4ad4-845f-373242cf6b58,0,True,EmptyObject,EmptyObject,clear,none,No
1607893175934:aed1e432-b4f0-4494-8f55-83b845d32653,1607893175934:ac023708-6559-4ad4-845f-373242cf6b58,0,True,EmptyObject,EmptyObject,clear,none,No
1607893175934:aed1e432-b4f0-4494-8f55-83b845d32653,1607893175934:ac023708-6559-4ad4-845f-373242cf6b58,0,True,EmptyObject,EmptyObject,pop,none,No
1607893175934:9cbc1155-d2a6-491b-8a8e-9877b52e4a3e,1607893175934:980110f9-65b7-4dc6-beef-68cfa6e8eaef,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175935:67b073d6-00de-4d14-af70-90bdfacf8ee3,1607893175935:b295d682-1d4d-4414-96b6-a882c288df5c,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175935:aacc611c-2194-4cbc-9bde-d2c84d3251c9,1607893175935:a8e99d6c-7440-4a83-994c-67fd8addc45b,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175935:cd70bace-40dd-4f0c-ada7-ff9e5aa7efc0,1607893175935:0abf7072-1415-47e1-9968-90ecf5f2ad0f,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607893175935:cd70bace-40dd-4f0c-ada7-ff9e5aa7efc0,1607893175935:0abf7072-1415-47e1-9968-90ecf5f2ad0f,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
1607893175937:324837df-dde5-4d6d-8b1e-c28bc292b8a0,1607893175937:c88c1842-fc2e-44c6-bd39-38d4d9d6b739,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175937:7647cd0c-21c4-4790-b5dd-c1df9e35e731,1607893175937:0b220eef-b1bc-4601-8f45-ef2c92ec1a87,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607893175937:7647cd0c-21c4-4790-b5dd-c1df9e35e731,1607893175937:0b220eef-b1bc-4601-8f45-ef2c92ec1a87,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175937:988416d9-56f2-40d7-b291-03ac7945e6f8,1607893175937:46e5df7a-0d4d-4d46-b109-bc57e5945c63,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607893175938:3266a927-3f06-455d-9813-34157298292b,1607893175938:8501ce08-4673-4fe6-8463-33f6647acb3a,0,True,EmptyObject,EmptyObject,CTOR,none,No
