,Unnamed: 0,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
91,700,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902377:4c9dfea2-56d6-4d4c-8b9d-2439d41aed55,1607893902377:a4a3c91b-cc03-418f-a0f3-c33166f406e6,0,,20,"['1164', '1175', '1834', '2073', '3210', '3211', '3212', '5422', '5552', '5717', '6266', '6267', '6636', '6910', '6911', '8518', '8519', '8669', '10268', '10269']",0,
92,738,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902375:9b19ddcf-4f58-495e-a31d-4fb506ff3582,1607893902375:2cdfb7d1-6d8c-4bc2-ab63-085ad1ffa78b,0,,20,"['1164', '1175', '1834', '2073', '3210', '3211', '3212', '5422', '5552', '5717', '6266', '6267', '6636', '6910', '6911', '8518', '8519', '8669', '10268', '10269']",0,
93,757,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902375:8cb20391-f4e0-4645-9437-140e6a3a8dca,1607893902375:962a2a0b-8a0a-49a4-9eb9-2ab53fe91764,91,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '1941', '2028', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4302', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5122', '5124', '5357', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8121', '8171', '8176', '8642', '8655', '8705', '8706', '8709', '9159', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']",13,"['146', '1164', '2416', '4518', '5422', '5717', '6837', '7389', '7390', '7391', '7392', '8096', '8926']",91,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '1941', '2028', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4302', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5122', '5124', '5357', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8121', '8171', '8176', '8642', '8655', '8705', '8706', '8709', '9159', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']"
94,759,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902375:8cb20391-f4e0-4645-9437-140e6a3a8dca,1607893902375:962a2a0b-8a0a-49a4-9eb9-2ab53fe91764,0,,27,"['146', '1164', '1175', '1834', '1941', '1942', '2028', '3210', '3211', '3212', '4302', '5122', '5123', '5124', '5422', '5717', '6636', '6910', '6911', '8071', '8096', '8121', '8669', '9159', '9160', '10268', '10269']",0,
95,807,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902375:543eeaa2-3de5-49d9-98ba-86555c0efbdb,1607893902375:c24404f7-7fc5-4e14-8a34-4108d4f12cd6,255,"['53', '66', '99', '103', '104', '146', '166', '208', '210', '255', '299', '300', '307', '308', '310', '329', '344', '345', '375', '384', '460', '503', '505', '560', '564', '601', '681', '693', '847', '906', '908', '933', '934', '956', '1002', '1020', '1126', '1128', '1164', '1463', '1471', '1487', '1492', '1495', '1547', '1550', '1552', '1599', '1649', '1654', '1657', '1661', '1807', '1815', '1817', '1932', '1978', '2026', '2090', '2093', '2094', '2097', '2118', '2177', '2254', '2361', '2364', '2365', '2367', '2415', '2470', '2590', '2597', '2694', '2696', '2735', '2738', '2825', '2828', '2831', '2958', '3051', '3203', '3211', '3212', '3269', '3303', '3433', '3543', '3546', '3567', '3658', '3690', '3749', '3786', '3852', '3855', '3974', '4010', '4031', '4037', '4043', '4106', '4157', '4190', '4192', '4267', '4274', '4321', '4324', '4327', '4329', '4331', '4590', '4635', '4659', '4693', '4786', '4792', '4795', '4907', '5123', '5124', '5190', '5256', '5410', '5422', '5485', '5566', '5603', '5717', '5728', '5747', '5815', '5857', '5913', '5970', '6009', '6031', '6066', '6069', '6189', '6220', '6222', '6223', '6224', '6225', '6230', '6232', '6298', '6301', '6302', '6304', '6442', '6509', '6559', '6563', '6608', '6653', '6656', '6674', '6715', '6717', '6779', '6847', '6891', '6894', '6896', '6988', '6991', '6995', '6998', '7010', '7013', '7018', '7023', '7030', '7055', '7056', '7059', '7088', '7125', '7170', '7171', '7179', '7409', '7413', '7417', '7440', '7449', '7501', '7503', '7515', '7543', '7545', '7620', '7709', '7717', '7723', '7766', '7909', '7912', '7982', '8061', '8064', '8071', '8096', '8119', '8135', '8218', '8219', '8221', '8263', '8306', '8349', '8350', '8626', '8669', '8689', '8870', '8880', '8888', '8893', '8944', '8979', '9070', '9295', '9297', '9339', '9404', '9405', '9419', '9425', '9433', '9448', '9451', '9466', '9468', '9642', '9644', '9666', '9668', '9696', '9708', '9886', '9923', '9939', '9941', '9984', '10029', '10053', '10057', '10097', '10227', '10243']",22,"['879', '1118', '1119', '1120', '1121', '1834', '2028', '3056', '4302', '5373', '5374', '5375', '5552', '5944', '6062', '6266', '6267', '6636', '9159', '9160', '10268', '10269']",255,"['53', '66', '99', '103', '104', '146', '166', '208', '210', '255', '299', '300', '307', '308', '310', '329', '344', '345', '375', '384', '460', '503', '505', '560', '564', '601', '681', '693', '847', '906', '908', '933', '934', '956', '1002', '1020', '1126', '1128', '1164', '1463', '1471', '1487', '1492', '1495', '1547', '1550', '1552', '1599', '1649', '1654', '1657', '1661', '1807', '1815', '1817', '1932', '1978', '2026', '2090', '2093', '2094', '2097', '2118', '2177', '2254', '2361', '2364', '2365', '2367', '2415', '2470', '2590', '2597', '2694', '2696', '2735', '2738', '2825', '2828', '2831', '2958', '3051', '3203', '3211', '3212', '3269', '3303', '3433', '3543', '3546', '3567', '3658', '3690', '3749', '3786', '3852', '3855', '3974', '4010', '4031', '4037', '4043', '4106', '4157', '4190', '4192', '4267', '4274', '4321', '4324', '4327', '4329', '4331', '4590', '4635', '4659', '4693', '4786', '4792', '4795', '4907', '5123', '5124', '5190', '5256', '5410', '5422', '5485', '5566', '5603', '5717', '5728', '5747', '5815', '5857', '5913', '5970', '6009', '6031', '6066', '6069', '6189', '6220', '6222', '6223', '6224', '6225', '6230', '6232', '6298', '6301', '6302', '6304', '6442', '6509', '6559', '6563', '6608', '6653', '6656', '6674', '6715', '6717', '6779', '6847', '6891', '6894', '6896', '6988', '6991', '6995', '6998', '7010', '7013', '7018', '7023', '7030', '7055', '7056', '7059', '7088', '7125', '7170', '7171', '7179', '7409', '7413', '7417', '7440', '7449', '7501', '7503', '7515', '7543', '7545', '7620', '7709', '7717', '7723', '7766', '7909', '7912', '7982', '8061', '8064', '8071', '8096', '8119', '8135', '8218', '8219', '8221', '8263', '8306', '8349', '8350', '8626', '8669', '8689', '8870', '8880', '8888', '8893', '8944', '8979', '9070', '9295', '9297', '9339', '9404', '9405', '9419', '9425', '9433', '9448', '9451', '9466', '9468', '9642', '9644', '9666', '9668', '9696', '9708', '9886', '9923', '9939', '9941', '9984', '10029', '10053', '10057', '10097', '10227', '10243']"
96,808,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902375:543eeaa2-3de5-49d9-98ba-86555c0efbdb,1607893902375:c24404f7-7fc5-4e14-8a34-4108d4f12cd6,91,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '1941', '2028', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4302', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5122', '5124', '5357', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8121', '8171', '8176', '8642', '8655', '8705', '8706', '8709', '9159', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']",13,"['146', '1164', '2416', '4518', '5422', '5717', '6837', '7389', '7390', '7391', '7392', '8096', '8926']",91,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '1941', '2028', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4302', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5122', '5124', '5357', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8121', '8171', '8176', '8642', '8655', '8705', '8706', '8709', '9159', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']"
97,809,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902375:543eeaa2-3de5-49d9-98ba-86555c0efbdb,1607893902375:c24404f7-7fc5-4e14-8a34-4108d4f12cd6,255,"['53', '66', '99', '103', '104', '146', '166', '208', '210', '255', '299', '300', '307', '308', '310', '329', '344', '345', '375', '384', '460', '503', '505', '560', '564', '601', '681', '693', '847', '906', '908', '933', '934', '956', '1002', '1020', '1126', '1128', '1164', '1463', '1471', '1487', '1492', '1495', '1547', '1550', '1552', '1599', '1649', '1654', '1657', '1661', '1807', '1815', '1817', '1932', '1978', '2026', '2090', '2093', '2094', '2097', '2118', '2177', '2254', '2361', '2364', '2365', '2367', '2415', '2470', '2590', '2597', '2694', '2696', '2735', '2738', '2825', '2828', '2831', '2958', '3051', '3203', '3211', '3212', '3269', '3303', '3433', '3543', '3546', '3567', '3658', '3690', '3749', '3786', '3852', '3855', '3974', '4010', '4031', '4037', '4043', '4106', '4157', '4190', '4192', '4267', '4274', '4321', '4324', '4327', '4329', '4331', '4590', '4635', '4659', '4693', '4786', '4792', '4795', '4907', '5123', '5124', '5190', '5256', '5410', '5422', '5485', '5566', '5603', '5717', '5728', '5747', '5815', '5857', '5913', '5970', '6009', '6031', '6066', '6069', '6189', '6220', '6222', '6223', '6224', '6225', '6230', '6232', '6298', '6301', '6302', '6304', '6442', '6509', '6559', '6563', '6608', '6653', '6656', '6674', '6715', '6717', '6779', '6847', '6891', '6894', '6896', '6988', '6991', '6995', '6998', '7010', '7013', '7018', '7023', '7030', '7055', '7056', '7059', '7088', '7125', '7170', '7171', '7179', '7409', '7413', '7417', '7440', '7449', '7501', '7503', '7515', '7543', '7545', '7620', '7709', '7717', '7723', '7766', '7909', '7912', '7982', '8061', '8064', '8071', '8096', '8119', '8135', '8218', '8219', '8221', '8263', '8306', '8349', '8350', '8626', '8669', '8689', '8870', '8880', '8888', '8893', '8944', '8979', '9070', '9295', '9297', '9339', '9404', '9405', '9419', '9425', '9433', '9448', '9451', '9466', '9468', '9642', '9644', '9666', '9668', '9696', '9708', '9886', '9923', '9939', '9941', '9984', '10029', '10053', '10057', '10097', '10227', '10243']",22,"['879', '1118', '1119', '1120', '1121', '1834', '2028', '3056', '4302', '5373', '5374', '5375', '5552', '5944', '6062', '6266', '6267', '6636', '9159', '9160', '10268', '10269']",255,"['53', '66', '99', '103', '104', '146', '166', '208', '210', '255', '299', '300', '307', '308', '310', '329', '344', '345', '375', '384', '460', '503', '505', '560', '564', '601', '681', '693', '847', '906', '908', '933', '934', '956', '1002', '1020', '1126', '1128', '1164', '1463', '1471', '1487', '1492', '1495', '1547', '1550', '1552', '1599', '1649', '1654', '1657', '1661', '1807', '1815', '1817', '1932', '1978', '2026', '2090', '2093', '2094', '2097', '2118', '2177', '2254', '2361', '2364', '2365', '2367', '2415', '2470', '2590', '2597', '2694', '2696', '2735', '2738', '2825', '2828', '2831', '2958', '3051', '3203', '3211', '3212', '3269', '3303', '3433', '3543', '3546', '3567', '3658', '3690', '3749', '3786', '3852', '3855', '3974', '4010', '4031', '4037', '4043', '4106', '4157', '4190', '4192', '4267', '4274', '4321', '4324', '4327', '4329', '4331', '4590', '4635', '4659', '4693', '4786', '4792', '4795', '4907', '5123', '5124', '5190', '5256', '5410', '5422', '5485', '5566', '5603', '5717', '5728', '5747', '5815', '5857', '5913', '5970', '6009', '6031', '6066', '6069', '6189', '6220', '6222', '6223', '6224', '6225', '6230', '6232', '6298', '6301', '6302', '6304', '6442', '6509', '6559', '6563', '6608', '6653', '6656', '6674', '6715', '6717', '6779', '6847', '6891', '6894', '6896', '6988', '6991', '6995', '6998', '7010', '7013', '7018', '7023', '7030', '7055', '7056', '7059', '7088', '7125', '7170', '7171', '7179', '7409', '7413', '7417', '7440', '7449', '7501', '7503', '7515', '7543', '7545', '7620', '7709', '7717', '7723', '7766', '7909', '7912', '7982', '8061', '8064', '8071', '8096', '8119', '8135', '8218', '8219', '8221', '8263', '8306', '8349', '8350', '8626', '8669', '8689', '8870', '8880', '8888', '8893', '8944', '8979', '9070', '9295', '9297', '9339', '9404', '9405', '9419', '9425', '9433', '9448', '9451', '9466', '9468', '9642', '9644', '9666', '9668', '9696', '9708', '9886', '9923', '9939', '9941', '9984', '10029', '10053', '10057', '10097', '10227', '10243']"
98,856,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:2928777f-fd72-4551-b9e0-7a60502b4d66,1607893902374:c689f8eb-2dc2-416d-843a-127a32020fd6,91,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '1941', '2028', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4302', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5122', '5124', '5357', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8121', '8171', '8176', '8642', '8655', '8705', '8706', '8709', '9159', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']",13,"['146', '1164', '2416', '4518', '5422', '5717', '6837', '7389', '7390', '7391', '7392', '8096', '8926']",91,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '1941', '2028', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4302', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5122', '5124', '5357', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8121', '8171', '8176', '8642', '8655', '8705', '8706', '8709', '9159', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']"
99,857,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902374:2928777f-fd72-4551-b9e0-7a60502b4d66,1607893902374:c689f8eb-2dc2-416d-843a-127a32020fd6,262,"['53', '103', '104', '146', '166', '210', '227', '236', '255', '262', '299', '300', '307', '308', '310', '329', '344', '345', '384', '460', '505', '560', '564', '666', '668', '836', '838', '847', '879', '903', '905', '906', '908', '933', '934', '1002', '1008', '1118', '1121', '1126', '1128', '1164', '1471', '1487', '1649', '1787', '1807', '1811', '1815', '1817', '1834', '1978', '2026', '2028', '2090', '2093', '2094', '2097', '2177', '2262', '2361', '2364', '2365', '2367', '2392', '2415', '2416', '2470', '2509', '2513', '2527', '2590', '2597', '2664', '2694', '2735', '2760', '2762', '2828', '2874', '3051', '3085', '3088', '3090', '3091', '3093', '3203', '3212', '3303', '3433', '3543', '3546', '3690', '3709', '3712', '3749', '3786', '3852', '3855', '3879', '3974', '4010', '4031', '4043', '4106', '4157', '4190', '4192', '4196', '4197', '4200', '4267', '4274', '4302', '4321', '4324', '4331', '4373', '4375', '4590', '4591', '4607', '4635', '4659', '4682', '4683', '4693', '4735', '4736', '4737', '4743', '4786', '4907', '5124', '5190', '5256', '5357', '5410', '5422', '5485', '5552', '5566', '5717', '5747', '5815', '6009', '6066', '6069', '6220', '6222', '6223', '6224', '6225', '6266', '6298', '6301', '6302', '6304', '6311', '6330', '6509', '6563', '6608', '6636', '6653', '6656', '6674', '6685', '6715', '6717', '6779', '6837', '6847', '6864', '6891', '6896', '6988', '6991', '6995', '6998', '7007', '7008', '7010', '7013', '7030', '7055', '7056', '7059', '7088', '7127', '7129', '7131', '7134', '7136', '7170', '7171', '7179', '7403', '7417', '7449', '7501', '7503', '7515', '7543', '7545', '7620', '7627', '7630', '7631', '7633', '7709', '7723', '7766', '7903', '7955', '7956', '7982', '8061', '8064', '8096', '8135', '8171', '8176', '8218', '8219', '8221', '8626', '8642', '8655', '8705', '8706', '8709', '8870', '8888', '8893', '8944', '8979', '9159', '9230', '9256', '9322', '9324', '9405', '9425', '9466', '9468', '9579', '9581', '9644', '9666', '9668', '9858', '9886', '9923', '9941', '9984', '9986', '10029', '10097', '10227', '10243', '10268']",12,"['3056', '4518', '5373', '5374', '5375', '5944', '6062', '7389', '7390', '7391', '7392', '8926']",262,"['53', '103', '104', '146', '166', '210', '227', '236', '255', '262', '299', '300', '307', '308', '310', '329', '344', '345', '384', '460', '505', '560', '564', '666', '668', '836', '838', '847', '879', '903', '905', '906', '908', '933', '934', '1002', '1008', '1118', '1121', '1126', '1128', '1164', '1471', '1487', '1649', '1787', '1807', '1811', '1815', '1817', '1834', '1978', '2026', '2028', '2090', '2093', '2094', '2097', '2177', '2262', '2361', '2364', '2365', '2367', '2392', '2415', '2416', '2470', '2509', '2513', '2527', '2590', '2597', '2664', '2694', '2735', '2760', '2762', '2828', '2874', '3051', '3085', '3088', '3090', '3091', '3093', '3203', '3212', '3303', '3433', '3543', '3546', '3690', '3709', '3712', '3749', '3786', '3852', '3855', '3879', '3974', '4010', '4031', '4043', '4106', '4157', '4190', '4192', '4196', '4197', '4200', '4267', '4274', '4302', '4321', '4324', '4331', '4373', '4375', '4590', '4591', '4607', '4635', '4659', '4682', '4683', '4693', '4735', '4736', '4737', '4743', '4786', '4907', '5124', '5190', '5256', '5357', '5410', '5422', '5485', '5552', '5566', '5717', '5747', '5815', '6009', '6066', '6069', '6220', '6222', '6223', '6224', '6225', '6266', '6298', '6301', '6302', '6304', '6311', '6330', '6509', '6563', '6608', '6636', '6653', '6656', '6674', '6685', '6715', '6717', '6779', '6837', '6847', '6864', '6891', '6896', '6988', '6991', '6995', '6998', '7007', '7008', '7010', '7013', '7030', '7055', '7056', '7059', '7088', '7127', '7129', '7131', '7134', '7136', '7170', '7171', '7179', '7403', '7417', '7449', '7501', '7503', '7515', '7543', '7545', '7620', '7627', '7630', '7631', '7633', '7709', '7723', '7766', '7903', '7955', '7956', '7982', '8061', '8064', '8096', '8135', '8171', '8176', '8218', '8219', '8221', '8626', '8642', '8655', '8705', '8706', '8709', '8870', '8888', '8893', '8944', '8979', '9159', '9230', '9256', '9322', '9324', '9405', '9425', '9466', '9468', '9579', '9581', '9644', '9666', '9668', '9858', '9886', '9923', '9941', '9984', '9986', '10029', '10097', '10227', '10243', '10268']"
100,897,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:50edafc6-c154-4024-bfb2-e10409b6b2a8,0,,27,"['146', '1164', '1175', '1834', '1941', '1942', '2028', '3210', '3211', '3212', '4302', '5122', '5123', '5124', '5422', '5717', '6636', '6910', '6911', '8071', '8096', '8121', '8669', '9159', '9160', '10268', '10269']",0,
101,898,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:50edafc6-c154-4024-bfb2-e10409b6b2a8,0,,27,"['146', '1164', '1175', '1834', '1941', '1942', '2028', '3210', '3211', '3212', '4302', '5122', '5123', '5124', '5422', '5717', '6636', '6910', '6911', '8071', '8096', '8121', '8669', '9159', '9160', '10268', '10269']",0,
102,899,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:50edafc6-c154-4024-bfb2-e10409b6b2a8,0,,27,"['146', '1164', '1175', '1834', '1941', '1942', '2028', '3210', '3211', '3212', '4302', '5122', '5123', '5124', '5422', '5717', '6636', '6910', '6911', '8071', '8096', '8121', '8669', '9159', '9160', '10268', '10269']",0,
103,912,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902374:21fb2850-654a-4562-bb2d-c607494107db,1607893902374:328b28cb-c61c-4e87-a0f1-581c73b64a46,88,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '2073', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5357', '5552', '6266', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8171', '8176', '8518', '8642', '8655', '8705', '8706', '8709', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']",10,"['1164', '4518', '5422', '5717', '6837', '7389', '7390', '7391', '7392', '8926']",88,"['227', '236', '262', '666', '668', '836', '838', '903', '905', '1008', '1175', '1787', '1811', '1834', '2073', '2262', '2392', '2509', '2513', '2527', '2664', '2760', '2762', '2874', '3085', '3088', '3090', '3091', '3093', '3210', '3212', '3709', '3712', '3879', '4196', '4197', '4200', '4373', '4375', '4591', '4607', '4682', '4683', '4735', '4736', '4737', '4743', '5357', '5552', '6266', '6311', '6330', '6636', '6685', '6864', '6910', '7007', '7008', '7127', '7129', '7131', '7134', '7136', '7403', '7627', '7630', '7631', '7633', '7903', '7955', '7956', '8171', '8176', '8518', '8642', '8655', '8705', '8706', '8709', '9230', '9256', '9322', '9324', '9579', '9581', '9858', '9986', '10268']"
