testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff
1607938157254:b1a64cda-794e-49d9-ba4e-492427c09320,1607938157521:784f8822-525f-4f14-84bc-3d57ae293c78,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157525:3d132564-dfb1-461a-85cd-30a1fbdb207c,1607938157525:04beda13-a0d8-4c25-9650-42b66d286915,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157525:b27c8c61-b5f7-4b50-a36c-7eca671d0f0d,1607938157526:4bd93d3b-d936-412b-bd4a-9312bc0f72d9,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157526:2c40899c-c552-4760-9c71-63d36e25c748,1607938157526:cfce82ec-b904-4e95-896f-a3c5fe6ca029,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157526:53c1022d-2f79-4837-97ee-41030876cda0,1607938157526:b8a8a9fb-89ee-4d46-825d-9373aabe99cd,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157527:330f9855-207a-42d6-a29a-732d2c361e69,1607938157527:ea0a013b-83b1-4209-b638-e5537ff4da73,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607938157527:330f9855-207a-42d6-a29a-732d2c361e69,1607938157527:ea0a013b-83b1-4209-b638-e5537ff4da73,0,True,EmptyObject,EmptyObject,clear,none,No
1607938157527:330f9855-207a-42d6-a29a-732d2c361e69,1607938157527:ea0a013b-83b1-4209-b638-e5537ff4da73,0,True,EmptyObject,EmptyObject,pop,none,No
1607938157527:28fee689-067d-4a46-8990-80359bec11c9,1607938157527:4d87d2af-35bc-47f8-83f0-cab18539824b,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607938157527:28fee689-067d-4a46-8990-80359bec11c9,1607938157527:4d87d2af-35bc-47f8-83f0-cab18539824b,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
1607938157527:94c72834-6bfe-40e4-8deb-a75eb0cba7d2,1607938157528:e043513a-927e-4728-9689-073907a65c87,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157528:450d77e0-56f8-48ab-a926-4059a141febc,1607938157528:b0849753-0a8e-408f-9ee0-ba4cd3890c7b,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
1607938157528:62b607d7-7938-4040-b980-22ec32918130,1607938157528:fdfafd14-e0b7-44a9-a02d-65260fac7a74,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157529:f2c2040c-2064-44d2-924b-f34a75bbda98,1607938157529:3a40568f-855b-405c-b45b-9cfe6f996569,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607938157529:f2c2040c-2064-44d2-924b-f34a75bbda98,1607938157529:3a40568f-855b-405c-b45b-9cfe6f996569,0,True,EmptyObject,EmptyObject,clear,none,No
1607938157529:f2c2040c-2064-44d2-924b-f34a75bbda98,1607938157529:3a40568f-855b-405c-b45b-9cfe6f996569,0,True,EmptyObject,EmptyObject,clear,none,No
1607938157529:f2c2040c-2064-44d2-924b-f34a75bbda98,1607938157529:3a40568f-855b-405c-b45b-9cfe6f996569,0,True,EmptyObject,EmptyObject,pop,none,No
1607938157529:034db83e-a1ab-4652-93e5-36fc739603b5,1607938157529:12fb5ffa-ac82-436f-a1a3-9a4fa988bc11,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157529:25ad0970-a761-4a1a-9163-d4f13b806da5,1607938157529:4aa794db-df2d-43aa-9e87-7f0d0c0dacca,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157530:0748d4ea-7319-450b-b7ac-455bdbcc96d1,1607938157530:131b6c65-9790-49df-bcc4-c2a6e32b4e2f,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157530:6824a5d2-1c90-4e2a-a3b3-8eb7f337c53a,1607938157530:c334e2e1-b882-40d5-bb7b-5087e4c38f55,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607938157530:6824a5d2-1c90-4e2a-a3b3-8eb7f337c53a,1607938157530:c334e2e1-b882-40d5-bb7b-5087e4c38f55,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
1607938157531:9459e0a7-6d49-4511-9817-849b8fa9f097,1607938157532:27d00f6c-4d65-41fd-834b-661522188cc0,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607938157532:867a97a0-f5cd-428e-a55c-51e6e565dbb8,1607938157532:98fa4dd1-ee4b-42f5-b542-524327deae6f,0,True,EmptyObject,EmptyObject,CTOR,none,No
