testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff
1607937510254:7f5f443d-3490-4b51-845a-6b358a8e1bde,1607937510541:a9ead6a4-2523-4528-830b-bab02cb0f409,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510544:1f0ca617-4d20-4142-922f-90e513d8b5bc,1607937510544:c6a6d95f-cb0f-418a-9176-a1eb7f2e45f9,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510545:4365bf90-0dea-48d8-94d6-1ffc4c0a0bca,1607937510545:63333634-87d5-4c2c-a157-d44cba2a6917,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510545:1d19888c-3e0a-4a70-855b-4a2c0fac1d76,1607937510545:0d6c783e-a03a-4ae0-a525-363ed3e133db,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510547:7903ad0d-1a08-417b-a613-f189ba19b3eb,1607937510547:a688fe1d-f222-4856-b1b9-b02f51fe78bb,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510547:d2e25ecd-ca2f-4c47-b1dc-8f8824732fcd,1607937510547:75c2610c-6bdb-47a3-a545-af1bddc675a8,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607937510547:d2e25ecd-ca2f-4c47-b1dc-8f8824732fcd,1607937510547:75c2610c-6bdb-47a3-a545-af1bddc675a8,0,True,EmptyObject,EmptyObject,clear,none,No
1607937510547:d2e25ecd-ca2f-4c47-b1dc-8f8824732fcd,1607937510547:75c2610c-6bdb-47a3-a545-af1bddc675a8,0,True,EmptyObject,EmptyObject,pop,none,No
1607937510547:acf92d9f-249e-4bc2-be29-bee764317c58,1607937510548:ebd2888b-6d8b-4df5-85a6-e75b58f2807d,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607937510547:acf92d9f-249e-4bc2-be29-bee764317c58,1607937510548:ebd2888b-6d8b-4df5-85a6-e75b58f2807d,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
1607937510548:493801d9-7b60-4a04-ab65-4225c9a22050,1607937510548:d66d443c-7ac4-4ad5-844e-c3893af60421,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510548:a4080c3b-4ba8-41b6-92c0-a680f9c77363,1607937510548:77229939-1b6c-4055-891f-039c1f9b6187,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
1607937510548:823d9ed0-c953-464e-b5d5-d86bb6972acf,1607937510548:590e738e-fda5-4784-b2d2-b2f7945cbcf5,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510548:0cb6fbd1-af80-47da-8d3d-165a0c47f5cb,1607937510549:3c94e344-6c34-473b-bede-92baad082ed9,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607937510548:0cb6fbd1-af80-47da-8d3d-165a0c47f5cb,1607937510549:3c94e344-6c34-473b-bede-92baad082ed9,0,True,EmptyObject,EmptyObject,clear,none,No
1607937510548:0cb6fbd1-af80-47da-8d3d-165a0c47f5cb,1607937510549:3c94e344-6c34-473b-bede-92baad082ed9,0,True,EmptyObject,EmptyObject,clear,none,No
1607937510548:0cb6fbd1-af80-47da-8d3d-165a0c47f5cb,1607937510549:3c94e344-6c34-473b-bede-92baad082ed9,0,True,EmptyObject,EmptyObject,pop,none,No
1607937510549:9360ef85-afd1-450b-b136-329766680459,1607937510549:79788083-b8d3-4aae-a0e0-de83a049a1b7,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510549:e3c0d91a-39e9-4765-96df-25116673680c,1607937510549:65c7d87c-b44f-4d31-ab6f-55cec785d5db,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510549:24a0d228-6c1f-42ca-a902-73d300dd021b,1607937510549:985f1dd6-d1ae-48b5-929d-c22d657c3f91,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510550:1d9da893-e63a-4452-8266-aa19df7ff181,1607937510550:f3c314d3-c5a9-431f-bee6-1e0ad6726deb,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607937510550:1d9da893-e63a-4452-8266-aa19df7ff181,1607937510550:f3c314d3-c5a9-431f-bee6-1e0ad6726deb,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
1607937510551:682d2c4c-7084-4f47-a4a1-28b763e9af33,1607937510551:09f7a81d-41ac-44bf-9c1b-ce4b8080748d,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510552:c78f42f7-d3e3-493f-88c6-2cd1c3b5a530,1607937510552:1567e7f4-54f3-48db-be2d-4950936f1cd6,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607937510552:c78f42f7-d3e3-493f-88c6-2cd1c3b5a530,1607937510552:1567e7f4-54f3-48db-be2d-4950936f1cd6,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510552:6f0d5f07-c667-4f4e-885d-f0d9a3fd5231,1607937510552:17966dcb-d105-4204-9aab-0c14b77c211c,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510552:b4211999-d7ad-474f-a7e2-37f35fc52b5a,1607937510552:f2c64e2a-4355-40c4-ac83-7fd2be413af1,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510553:26e3ffcd-2a8f-42ee-b223-985841f7a91b,1607937510553:5f8cc94f-6c0c-4e94-8713-170c8eaf805d,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510553:3657de21-0715-4aba-98b9-12a43d480186,1607937510553:7e85fd43-dc02-4b54-b67d-5b41f8bcccb9,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510554:ef4a6789-ee5b-40d8-9c12-15af51885b54,1607937510554:ec95bf87-f5aa-471c-bf6f-04e6cea1f960,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510554:84a8ee7c-e05d-47c9-ac4e-5885b813d855,1607937510554:30e5f155-3cd7-473b-aee1-d17d8368ea89,0,True,EmptyObject,EmptyObject,CTOR,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607937510554:4eb6311d-1134-4acc-a1cf-40a2b3856b46,1607937510554:55339bff-ea68-410d-a3bb-b0b9a2ac1d8e,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607937510554:4eb6311d-1134-4acc-a1cf-40a2b3856b46,1607937510554:55339bff-ea68-410d-a3bb-b0b9a2ac1d8e,0,True,EmptyObject,EmptyObject,clear,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
